"scenario","disease","subperiod","age","d_base_mean","d_base_median","d_base_lci","d_base_uci","d_crisis_mean","d_crisis_median","d_crisis_lci","d_crisis_uci","d_excess_mean","d_excess_median","d_excess_lci","d_excess_uci"
"escalation","RSV","months 1 to 3","1 to 11mo",1.57831456894384,1.55694794291868,1.30415094314425,1.89887607160621,10.9208557256906,7.5035290067159,1.81652080678369,34.8165937417255,9.34584110669384,5.94971935777327,0.514838712233934,32.9224634814654
"status quo","RSV","months 1 to 3","1 to 11mo",1.5783144535064,1.55694782904399,1.30415084775906,1.898875932723,9.94407290705088,7.61424665692232,1.54489216939174,31.7909767782626,8.36821052822357,6.05963762000248,0.242524047797895,29.8957742982627
"ceasefire","COVID-19","months 1 to 3","1 to 11mo",0,0,0,0,0,0,0,0,0,0,0,0
"escalation","COVID-19","months 1 to 3","1 to 11mo",0,0,0,0,0,0,0,0,0,0,0,0
"status quo","COVID-19","months 1 to 3","1 to 11mo",0,0,0,0,0,0,0,0,0,0,0,0
"ceasefire","Influenza, para-influenza","months 1 to 3","1 to 11mo",0.103890089756876,0.102483664992616,0.0858436975782565,0.124990549664864,0.532642691878036,0.40607017047555,0.0800750883197561,1.86276558829087,0.428820539484973,0.306090926722702,-0.00572078555329768,1.73788498579858
"escalation","Influenza, para-influenza","months 1 to 3","1 to 11mo",0.103890089941047,0.102483665174293,0.0858436977304351,0.12499054988644,0.718848261240093,0.49390807049612,0.119569643282723,2.29174787234536,0.615175385347216,0.391630978618335,0.0338884536527516,2.16706970807412
"status quo","Influenza, para-influenza","months 1 to 3","1 to 11mo",0.103890082342558,0.10248365767867,0.0858436914518537,0.12499054074467,0.654553058700556,0.50119588679354,0.101690112722413,2.09259136410148,0.550824380341695,0.398866176451424,0.0159637664343746,1.9678426226415
"ceasefire","rotavirus","months 1 to 3","1 to 11mo",0.075106757725206,0.0740899908297761,0.0620602197123351,0.0903612168743739,1.21194368847868,1.01211552918227,0.185617432262999,3.77870061436454,1.13690513605245,0.938088585587249,0.123594735331843,3.68847503237735
"escalation","rotavirus","months 1 to 3","1 to 11mo",0.0751067578583508,0.0740899909611184,0.0620602198223517,0.0903612170345609,2.15130096678716,1.95845816852386,0.227398883790642,4.57376680577549,2.07640962191656,1.88457481647695,0.165461191733129,4.4837357953276
"status quo","rotavirus","months 1 to 3","1 to 11mo",0.0751067523650658,0.0740899855421995,0.0620602152832865,0.0903612104255695,1.94171178594791,1.83279044904662,0.21140864393969,4.31948512580317,1.86677529490437,1.75886540513023,0.149438293382844,4.22940111754349
"ceasefire","other viral gastroenteritis","months 1 to 3","1 to 11mo",0.150213515450412,0.148179981659552,0.12412043942467,0.180722433748748,2.42388737695737,2.02423105836454,0.371234864525999,7.55740122872907,2.2738102721049,1.8761771711745,0.247189470663686,7.37695006475469
"escalation","other viral gastroenteritis","months 1 to 3","1 to 11mo",0.150213515716702,0.148179981922237,0.124120439644703,0.180722434069122,4.30260193357433,3.91691633704772,0.454797767581285,9.14753361155098,4.15281924383311,3.76914963295391,0.330922383466258,8.96747159065519
"status quo","other viral gastroenteritis","months 1 to 3","1 to 11mo",0.150213504730132,0.148179971084399,0.124120430566573,0.180722420851139,3.88342357189581,3.66558089809323,0.42281728787938,8.63897025160633,3.73355058980874,3.51773081026047,0.298876586765689,8.45880223508698
"ceasefire","bacterial gastroenteritis","months 1 to 3","1 to 11mo",0.150213515450412,0.148179981659552,0.12412043942467,0.180722433748748,2.42388737695737,2.02423105836454,0.371234864525999,7.55740122872907,2.2738102721049,1.8761771711745,0.247189470663686,7.37695006475469
"escalation","bacterial gastroenteritis","months 1 to 3","1 to 11mo",0.150213515716702,0.148179981922237,0.124120439644703,0.180722434069122,4.30260193357433,3.91691633704772,0.454797767581285,9.14753361155098,4.15281924383311,3.76914963295391,0.330922383466258,8.96747159065519
"status quo","bacterial gastroenteritis","months 1 to 3","1 to 11mo",0.150213504730132,0.148179971084399,0.124120430566573,0.180722420851139,3.88342357189581,3.66558089809323,0.42281728787938,8.63897025160633,3.73355058980874,3.51773081026047,0.298876586765689,8.45880223508698
"ceasefire","Hib disease","months 4 to 6","1 to 11mo",0,0,0,0,0,0,0,0,0,0,0,0
"escalation","Hib disease","months 4 to 6","1 to 11mo",0,0,0,0,0,0,0,0,0,0,0,0
"status quo","Hib disease","months 4 to 6","1 to 11mo",0,0,0,0,0,0,0,0,0,0,0,0
"ceasefire","pneumococcal disease","months 4 to 6","1 to 11mo",0.728776521206434,0.718910620142772,0.60218324418608,0.876793717106308,2.69593435999773,2.07324110703425,0.429767926329271,11.9581863982592,1.96776691057358,1.35492371501291,-0.171935349761727,11.0822384175042
"escalation","pneumococcal disease","months 4 to 6","1 to 11mo",0.728776521808041,0.718910620736236,0.602183244683185,0.876793717830104,6.1275931575245,4.41076136637552,0.907045831052019,16.8588005870839,5.40163296349989,3.69290533853874,0.307128180057006,15.9855356257023
"status quo","pneumococcal disease","months 4 to 6","1 to 11mo",0.728776497017407,0.718910596281207,0.602183224198846,0.8767936880044,4.39934200582727,3.93776698408665,0.687592083392157,13.7133817423586,3.67254078224442,3.19696108736388,0.0869958361456085,12.8390935781081
"ceasefire","RSV","months 4 to 6","1 to 11mo",0.142816758932498,0.140883359635374,0.118008548183939,0.171823368736148,0.528316426758992,0.406288576506408,0.0842206911796227,2.34341992972397,0.385619026306594,0.265521470503179,-0.0336937986946202,2.17176229811173
"escalation","RSV","months 4 to 6","1 to 11mo",0.142816759050393,0.140883359751673,0.118008548281355,0.171823368877988,1.20081118058784,0.864367367005216,0.177751810088005,3.30378269507204,1.05854633120305,0.723690673543565,0.0601872453025329,3.13265084896457
"status quo","RSV","months 4 to 6","1 to 11mo",0.142816754192226,0.140883354959274,0.118008544267084,0.17182336303311,0.862129539612144,0.771675680725383,0.134745933712504,2.68738176581977,0.719699875483497,0.626501551085634,0.0170483858870353,2.5160494048587
"ceasefire","COVID-19","months 4 to 6","1 to 11mo",0,0,0,0,0,0,0,0,0,0,0,0
"escalation","COVID-19","months 4 to 6","1 to 11mo",0,0,0,0,0,0,0,0,0,0,0,0
"status quo","COVID-19","months 4 to 6","1 to 11mo",0,0,0,0,0,0,0,0,0,0,0,0
"ceasefire","Influenza, para-influenza","months 4 to 6","1 to 11mo",0.00740717086489405,0.00730689538566524,0.00612049654711507,0.00891159455181233,0.0274010562414722,0.0210720991649164,0.00436809415498497,0.121541140951587,0.0200000758871518,0.0137712332573277,-0.00174752407129165,0.112638142332105
"escalation","Influenza, para-influenza","months 4 to 6","1 to 11mo",0.0074071708710087,0.00730689539169711,0.00612049655216756,0.00891159455916888,0.0622799008853949,0.04483029040361,0.00921907231831498,0.171350219020481,0.0549013547306008,0.0375341137296155,0.00312160290693803,0.162474490191332
"status quo","Influenza, para-influenza","months 4 to 6","1 to 11mo",0.00740717061904055,0.00730689514314001,0.00612049634396794,0.00891159425602508,0.0447142258045354,0.0400228492940242,0.00698857866414649,0.13938067260045,0.0373271315565207,0.0324934137330887,0.000884212106336939,0.130494544096972
"ceasefire","rotavirus","months 4 to 6","1 to 11mo",0.075442963951067,0.0744216456228387,0.0623380247045559,0.0907657078231203,1.1146422080641,0.906830199023648,0.150050680303784,3.75662398287087,1.03927312574891,0.832478936788703,0.0877637101906849,3.66597847322477
"escalation","rotavirus","months 4 to 6","1 to 11mo",0.0754429640133454,0.074421645684274,0.0623380247560162,0.0907657078980477,2.29240801642832,2.05198599334031,0.257680007424725,4.67290538183696,2.21728114170325,1.97787305847259,0.195578941302021,4.58254830657291
"status quo","rotavirus","months 4 to 6","1 to 11mo",0.0754429614470183,0.0744216431526888,0.062338022635477,0.0907657048104901,1.85357498314095,1.73238877871037,0.209481218316727,4.29353770414403,1.7783579321928,1.65818851490233,0.14730959938672,4.20307542118895
"ceasefire","other viral gastroenteritis","months 4 to 6","1 to 11mo",0.150885927902134,0.148843291245677,0.124676049409112,0.181531415646241,2.2292844161282,1.8136603980473,0.300101360607569,7.51324796574173,2.07854625149782,1.66495787357741,0.17552742038137,7.33195694644954
"escalation","other viral gastroenteritis","months 4 to 6","1 to 11mo",0.150885928026691,0.148843291368548,0.124676049512032,0.181531415796095,4.58481603285665,4.10397198668062,0.515360014849451,9.34581076367392,4.4345622834065,3.95574611694518,0.391157882604042,9.16509661314581
"status quo","other viral gastroenteritis","months 4 to 6","1 to 11mo",0.150885922894037,0.148843286305378,0.124676045270954,0.18153140962098,3.70714996628189,3.46477755742074,0.418962436633454,8.58707540828806,3.55671586438561,3.31637702980465,0.29461919877344,8.40615084237789
"ceasefire","bacterial gastroenteritis","months 4 to 6","1 to 11mo",0.150885927902134,0.148843291245677,0.124676049409112,0.181531415646241,2.2292844161282,1.8136603980473,0.300101360607569,7.51324796574173,2.07854625149782,1.66495787357741,0.17552742038137,7.33195694644954
"escalation","bacterial gastroenteritis","months 4 to 6","1 to 11mo",0.150885928026691,0.148843291368548,0.124676049512032,0.181531415796095,4.58481603285665,4.10397198668062,0.515360014849451,9.34581076367392,4.4345622834065,3.95574611694518,0.391157882604042,9.16509661314581
"status quo","bacterial gastroenteritis","months 4 to 6","1 to 11mo",0.150885922894037,0.148843286305378,0.124676045270954,0.18153140962098,3.70714996628189,3.46477755742074,0.418962436633454,8.58707540828806,3.55671586438561,3.31637702980465,0.29461919877344,8.40615084237789
"ceasefire","Hib disease","months 1 to 3","10 to 14yo",0,0,0,0,0,0,0,0,0,0,0,0
"escalation","Hib disease","months 1 to 3","10 to 14yo",0,0,0,0,0,0,0,0,0,0,0,0
"status quo","Hib disease","months 1 to 3","10 to 14yo",0,0,0,0,0,0,0,0,0,0,0,0
"ceasefire","pneumococcal disease","months 1 to 3","10 to 14yo",0.464522429001128,0.458233899948641,0.383831826566023,0.558868645396138,2.3821106666964,1.81604685329753,0.358115721724432,8.33075126174589,1.91775620381357,1.36888912634297,-0.0255842968685694,7.77210839068607
"escalation","pneumococcal disease","months 1 to 3","10 to 14yo",0.464522429091537,0.458233900037826,0.383831826640727,0.55886864550491,3.21675148103054,2.21017369440459,0.535058437023233,10.2552704931053,2.75274559738264,1.7524440637068,0.151641781866914,9.69705833525074
"status quo","pneumococcal disease","months 1 to 3","10 to 14yo",0.464522425298245,0.458233896295887,0.383831823506355,0.558868640941187,2.92837445279431,2.24227694183495,0.454946660533933,9.36194707108708,2.46423153548416,1.78441377238942,0.0714173483902191,8.80356792590574
"ceasefire","RSV","months 1 to 3","10 to 14yo",0.101510853146912,0.100136637588517,0.0838777500226151,0.122128081335516,0.520556319716747,0.396855897420078,0.0782580779053857,1.82049695588001,0.419082171759732,0.299139706509777,-0.00559086847082264,1.6984182124108
"escalation","RSV","months 1 to 3","10 to 14yo",0.101510853166669,0.100136637608006,0.08387775003894,0.122128081359285,0.702948160981503,0.482983389638066,0.116924899713615,2.24105703409413,0.601550187119252,0.382956948670152,0.0331378759969221,2.11907241323817
"status quo","RSV","months 1 to 3","10 to 14yo",0.101510852337731,0.10013663679029,0.0838777493539941,0.122128080361987,0.63992989461452,0.489998827067965,0.0994182858865271,2.04584143836891,0.53850197514987,0.38994320423204,0.0156066435374723,1.92382032621575
"ceasefire","COVID-19","months 1 to 3","10 to 14yo",0,0,0,0,0,0,0,0,0,0,0,0
"escalation","COVID-19","months 1 to 3","10 to 14yo",0,0,0,0,0,0,0,0,0,0,0,0
"status quo","COVID-19","months 1 to 3","10 to 14yo",0,0,0,0,0,0,0,0,0,0,0,0
"ceasefire","Influenza, para-influenza","months 1 to 3","10 to 14yo",0.467218425917237,0.460893399477598,0.386059511078376,0.562112209216594,2.39593596900753,1.82658683244671,0.360194155016567,8.37910130537852,1.92888648405094,1.37683388989519,-0.0257327831012079,7.81721618084814
"escalation","Influenza, para-influenza","months 1 to 3","10 to 14yo",0.46721842600817,0.4608933995673,0.386059511153514,0.562112209325996,3.23542087465142,2.22300110830792,0.538163811072135,10.3147900682585,2.76872199201515,1.76261490476084,0.152521880976758,9.7533381567082
"status quo","Influenza, para-influenza","months 1 to 3","10 to 14yo",0.467218422192864,0.460893395803643,0.386059508000951,0.562112204735787,2.94537016279893,2.25529067667924,0.457587081571149,9.41628197260454,2.47853345118397,1.79477015935177,0.0718318406493567,8.85466210456583
"ceasefire","rotavirus","months 1 to 3","10 to 14yo",0.019193692851681,0.0189338558931474,0.0158596221104967,0.023092002569681,0.309781416987774,0.258703919799265,0.0474451343991428,0.965862722681283,0.290595580724444,0.239777610862269,0.0315911000393123,0.942782744163679
"escalation","rotavirus","months 1 to 3","10 to 14yo",0.0191936928554166,0.0189338558968324,0.0158596221135834,0.0230920025741754,0.550209918278401,0.500889055269869,0.0581588179425697,1.16977210501071,0.531039858004903,0.481978282309151,0.0423165481588265,1.14671132080602
"status quo","rotavirus","months 1 to 3","10 to 14yo",0.0191936926986809,0.0189338557422185,0.0158596219840737,0.023092002385606,0.496493399191962,0.468642342617027,0.0540569393500071,1.10448722018865,0.477317503799291,0.449725924157733,0.0382100156158213,1.08141948819566
"ceasefire","other viral gastroenteritis","months 1 to 3","10 to 14yo",0.038387385703362,0.0378677117862948,0.0317192442209935,0.046184005139362,0.619562833975548,0.51740783959853,0.0948902687982857,1.93172544536257,0.581191161448888,0.479555221724538,0.0631822000786247,1.88556548832736
"escalation","other viral gastroenteritis","months 1 to 3","10 to 14yo",0.0383873857108332,0.0378677117936649,0.0317192442271669,0.0461840051483507,1.1004198365568,1.00177811053974,0.116317635885139,2.33954421002142,1.06207971600981,0.963956564618303,0.0846330963176531,2.29342264161204
"status quo","other viral gastroenteritis","months 1 to 3","10 to 14yo",0.0383873853973618,0.037867711484437,0.0317192439681475,0.046184004771212,0.992986798383924,0.937284685234054,0.108113878700014,2.20897444037729,0.954635007598582,0.899451848315466,0.0764200312316426,2.16283897639133
"ceasefire","bacterial gastroenteritis","months 1 to 3","10 to 14yo",0.038387385703362,0.0378677117862948,0.0317192442209935,0.046184005139362,0.619562833975548,0.51740783959853,0.0948902687982857,1.93172544536257,0.581191161448888,0.479555221724538,0.0631822000786247,1.88556548832736
"escalation","bacterial gastroenteritis","months 1 to 3","10 to 14yo",0.0383873857108332,0.0378677117936649,0.0317192442271669,0.0461840051483507,1.1004198365568,1.00177811053974,0.116317635885139,2.33954421002142,1.06207971600981,0.963956564618303,0.0846330963176531,2.29342264161204
"status quo","bacterial gastroenteritis","months 1 to 3","10 to 14yo",0.0383873853973618,0.037867711484437,0.0317192439681475,0.046184004771212,0.992986798383924,0.937284685234054,0.108113878700014,2.20897444037729,0.954635007598582,0.899451848315466,0.0764200312316426,2.16283897639133
"ceasefire","Hib disease","months 4 to 6","10 to 14yo",0,0,0,0,0,0,0,0,0,0,0,0
"escalation","Hib disease","months 4 to 6","10 to 14yo",0,0,0,0,0,0,0,0,0,0,0,0
"status quo","Hib disease","months 4 to 6","10 to 14yo",0,0,0,0,0,0,0,0,0,0,0,0
"ceasefire","pneumococcal disease","months 4 to 6","10 to 14yo",0.466598909498336,0.460282269837796,0.385547608737803,0.56136686673103,1.7266819351538,1.32786169420583,0.275256150784727,7.65893440784422,1.26029516875848,0.867787644406178,-0.11011938938456,7.09783839821708
"escalation","pneumococcal disease","months 4 to 6","10 to 14yo",0.466598909548881,0.460282269887656,0.385547608779568,0.561366866791841,3.92922116302034,2.82833022040855,0.581628640083995,10.8104363894602,3.46367144919387,2.36798961945473,0.196938799006637,10.250352758315
"status quo","pneumococcal disease","months 4 to 6","10 to 14yo",0.466598907833719,0.460282268195714,0.385547607362341,0.561366864728323,2.81930783870316,2.52350858617421,0.440641747781829,8.78818800405815,2.35351086962366,2.04874039935822,0.0557504077206085,8.2278041508163
"ceasefire","RSV","months 4 to 6","10 to 14yo",0.00918534323291941,0.00906099552832852,0.00758978867459327,0.0110509202776682,0.0339910057773628,0.0261399355610151,0.00541862008346368,0.150771765433619,0.0248098387376921,0.0170830389975135,-0.00216778129461164,0.139726177177556
