"scenario","disease","subperiod","age","d_base_mean","d_base_median","d_base_lci","d_base_uci","d_crisis_mean","d_crisis_median","d_crisis_lci","d_crisis_uci","d_excess_mean","d_excess_median","d_excess_lci","d_excess_uci"
"escalation","RSV","months 1 to 3","1  to  11mo",1.57736954754485,1.56525127280972,1.27124904961001,1.92550751813894,22.4602634337338,16.8706807623195,1.49008111099096,79.7823388348023,20.882893886189,15.2696215124926,-0.142824651153229,78.2358250276261
"status quo","RSV","months 1 to 3","1  to  11mo",1.58615648722978,1.57353302557591,1.28356815684972,1.95045629834709,18.4904861394871,14.010611475308,1.10983490942535,63.6626307156106,16.9043296522573,12.3182398720944,-0.385424523093102,62.0894573180445
"ceasefire","COVID-19","months 1 to 3","1  to  11mo",0,0,0,0,0,0,0,0,0,0,0,0
"escalation","COVID-19","months 1 to 3","1  to  11mo",0,0,0,0,0,0,0,0,0,0,0,0
"status quo","COVID-19","months 1 to 3","1  to  11mo",0,0,0,0,0,0,0,0,0,0,0,0
"ceasefire","Influenza, para-influenza","months 1 to 3","1  to  11mo",0.103841922570226,0.103302785604722,0.0839437345557101,0.12810635681852,0.913459565345751,0.687974091300307,0.0547989900183735,3.16048472104859,0.809617642775525,0.583809913253817,-0.0475458901343959,3.05876282240035
"escalation","Influenza, para-influenza","months 1 to 3","1  to  11mo",0.103827885384319,0.103030218888086,0.0836779820069909,0.126743523235344,1.4784117400574,1.11048619600395,0.0980822604608511,5.25154777149471,1.37458385467308,1.00509897298873,-0.00940120945854078,5.1497509169994
"status quo","Influenza, para-influenza","months 1 to 3","1  to  11mo",0.104406271957019,0.103575352321357,0.0844888679889804,0.128385737703071,1.21710735355529,0.922226604847743,0.073053148484252,4.19049317611903,1.11270108159827,0.810828888872033,-0.0253699668985645,4.0869414957494
"ceasefire","rotavirus","months 1 to 3","1  to  11mo",0.0750719355277613,0.0746821694822838,0.0606866521010722,0.0926137721811963,1.20597210748674,1.03065060922171,0.197944908194295,3.54207498064398,1.13090017195898,0.957464333274818,0.124011440498852,3.46902612547364
"escalation","rotavirus","months 1 to 3","1  to  11mo",0.0750617874229371,0.0744851189031749,0.060494527786441,0.0916285192856516,2.13251435576549,1.99495909412654,0.247159360349794,4.98178414150836,2.05745256834255,1.9163120022211,0.175274185246975,4.90850371508844
"status quo","rotavirus","months 1 to 3","1  to  11mo",0.0754799287518063,0.0748792200613927,0.06108075325929,0.0928157490247829,1.93873088784539,1.81054415379526,0.229572363626541,4.81434523101937,1.86325095909358,1.74080171398962,0.14943553092268,4.74611334559475
"ceasefire","other viral gastroenteritis","months 1 to 3","1  to  11mo",0.150143871055523,0.149364338964568,0.121373304202144,0.185227544362393,2.41194421497349,2.06130121844343,0.395889816388591,7.08414996128797,2.26180034391796,1.91492866654964,0.248022880997704,6.93805225094728
"escalation","other viral gastroenteritis","months 1 to 3","1  to  11mo",0.150123574845874,0.14897023780635,0.120989055572882,0.183257038571303,4.26502871153098,3.98991818825307,0.494318720699588,9.96356828301671,4.11490513668511,3.83262400444219,0.350548370493951,9.81700743017688
"status quo","other viral gastroenteritis","months 1 to 3","1  to  11mo",0.150959857503613,0.149758440122785,0.12216150651858,0.185631498049566,3.87746177569077,3.62108830759053,0.459144727253083,9.62869046203875,3.72650191818716,3.48160342797924,0.298871061845359,9.49222669118951
"ceasefire","bacterial gastroenteritis","months 1 to 3","1  to  11mo",0.150143871055523,0.149364338964568,0.121373304202144,0.185227544362393,2.41194421497349,2.06130121844343,0.395889816388591,7.08414996128797,2.26180034391796,1.91492866654964,0.248022880997704,6.93805225094728
"escalation","bacterial gastroenteritis","months 1 to 3","1  to  11mo",0.150123574845874,0.14897023780635,0.120989055572882,0.183257038571303,4.26502871153098,3.98991818825307,0.494318720699588,9.96356828301671,4.11490513668511,3.83262400444219,0.350548370493951,9.81700743017688
"status quo","bacterial gastroenteritis","months 1 to 3","1  to  11mo",0.150959857503613,0.149758440122785,0.12216150651858,0.185631498049566,3.87746177569077,3.62108830759053,0.459144727253083,9.62869046203875,3.72650191818716,3.48160342797924,0.298871061845359,9.49222669118951
"ceasefire","Hib disease","months 4 to 6","1  to  11mo",0,0,0,0,0,0,0,0,0,0,0,0
"escalation","Hib disease","months 4 to 6","1  to  11mo",0,0,0,0,0,0,0,0,0,0,0,0
"status quo","Hib disease","months 4 to 6","1  to  11mo",0,0,0,0,0,0,0,0,0,0,0,0
"ceasefire","pneumococcal disease","months 4 to 6","1  to  11mo",0.728433482331652,0.72465152791945,0.588851066783621,0.898644374992458,6.3450028582584,4.7752196599232,0.380957936741958,22.6115163267265,5.61656937592675,4.03355312467261,-0.326517359671745,21.8783616225974
"escalation","pneumococcal disease","months 4 to 6","1  to  11mo",0.728335013852265,0.722739518610955,0.586986857707839,0.889084328449985,11.9429973755552,8.69193913076521,0.807315743885206,43.2500404698178,11.2146623617029,7.94642021957874,0.057039044028187,42.3963594092102
"status quo","pneumococcal disease","months 4 to 6","1  to  11mo",0.73239229760489,0.726563537227944,0.592675085400611,0.900604184533664,8.54821554876222,6.50443564129023,0.548869012184251,28.3507256341625,7.81582325115733,5.78398454810971,-0.148294848960397,27.6436085011158
"ceasefire","RSV","months 4 to 6","1  to  11mo",0.142749534346004,0.142008392918057,0.115395870208281,0.176105394911575,1.24341648950737,0.93578947067615,0.0746555030683905,4.43112995872378,1.10066695516137,0.790446683565173,-0.0639869009038865,4.28745521675144
"escalation","RSV","months 4 to 6","1  to  11mo",0.14273023769103,0.141633700588458,0.115030545186922,0.174231933263579,2.34044336978986,1.70334051574476,0.158207920565273,8.47561690567839,2.19771313209883,1.55724278685212,0.0111778181152549,8.30832287425678
"status quo","RSV","months 4 to 6","1  to  11mo",0.143525334814439,0.142383085247656,0.11614525486748,0.176489454549414,1.67517531617184,1.27466018723586,0.107560673426843,5.55583039606274,1.5316499813574,1.13347494443044,-0.0290610208735154,5.41725818059099
"ceasefire","COVID-19","months 4 to 6","1  to  11mo",0,0,0,0,0,0,0,0,0,0,0,0
"escalation","COVID-19","months 4 to 6","1  to  11mo",0,0,0,0,0,0,0,0,0,0,0,0
"status quo","COVID-19","months 4 to 6","1  to  11mo",0,0,0,0,0,0,0,0,0,0,0,0
"ceasefire","Influenza, para-influenza","months 4 to 6","1  to  11mo",0.00740368427128837,0.00736524507666661,0.00598499037595356,0.00913368122963933,0.0644896191655003,0.0485345876399786,0.00387199703568094,0.229819924315265,0.0570859348942119,0.0409964046833148,-0.00331867150363039,0.222368254282186
"escalation","Influenza, para-influenza","months 4 to 6","1  to  11mo",0.00740268345302597,0.00734581171234823,0.00596604284574314,0.00903651440804742,0.121386762094467,0.0883435132930133,0.00820543127127292,0.439586663883176,0.113984078641441,0.0807661753883476,0.000579735944823775,0.430909982766204
"status quo","Influenza, para-influenza","months 4 to 6","1  to  11mo",0.00744392105210958,0.00738467844098499,0.00602385710459032,0.00915360042806567,0.0868827292278949,0.0661100690990786,0.00557861901061814,0.288152352340244,0.0794388081757853,0.0587875165857873,-0.0015072457093087,0.280965324117518
"ceasefire","rotavirus","months 4 to 6","1  to  11mo",0.0754074525580529,0.0750159445414225,0.0609578773618591,0.0930276884814474,1.09636626462931,0.919476176639007,0.167145934969714,3.41241079304241,1.02095881207125,0.844810210958899,0.0939825981209561,3.33975376730606
"escalation","rotavirus","months 4 to 6","1  to  11mo",0.0753972590985704,0.0748180132893343,0.0607648943910731,0.0920380322210065,2.28345486482813,2.11813692881825,0.269344702394866,5.32956066607752,2.20805760572956,2.0393466619039,0.194800251536703,5.2476642853696
"status quo","rotavirus","months 4 to 6","1  to  11mo",0.0758172692155015,0.0752138757935107,0.0613537398660355,0.0932305680148378,1.84676301682871,1.70087770673063,0.223192355521838,4.69531268514696,1.7709457476132,1.62973800487862,0.143685367670286,4.61948027419067
"ceasefire","other viral gastroenteritis","months 4 to 6","1  to  11mo",0.150814905116106,0.150031889082845,0.121915754723718,0.186055376962895,2.19273252925861,1.83895235327801,0.334291869939429,6.82482158608482,2.0419176241425,1.6896204219178,0.187965196241912,6.67950753461211
"escalation","other viral gastroenteritis","months 4 to 6","1  to  11mo",0.150794518197141,0.149636026578669,0.121529788782146,0.184076064442013,4.56690972965626,4.23627385763651,0.538689404789733,10.659121332155,4.41611521145912,4.07869332380781,0.389600503073406,10.4953285707392
"status quo","other viral gastroenteritis","months 4 to 6","1  to  11mo",0.151634538431003,0.150427751587021,0.122707479732071,0.186461136029676,3.69352603365741,3.40175541346125,0.446384711043677,9.39062537029392,3.54189149522641,3.25947600975723,0.287370735340572,9.23896054838135
"ceasefire","bacterial gastroenteritis","months 4 to 6","1  to  11mo",0.150814905116106,0.150031889082845,0.121915754723718,0.186055376962895,2.19273252925861,1.83895235327801,0.334291869939429,6.82482158608482,2.0419176241425,1.6896204219178,0.187965196241912,6.67950753461211
"escalation","bacterial gastroenteritis","months 4 to 6","1  to  11mo",0.150794518197141,0.149636026578669,0.121529788782146,0.184076064442013,4.56690972965626,4.23627385763651,0.538689404789733,10.659121332155,4.41611521145912,4.07869332380781,0.389600503073406,10.4953285707392
"status quo","bacterial gastroenteritis","months 4 to 6","1  to  11mo",0.151634538431003,0.150427751587021,0.122707479732071,0.186461136029676,3.69352603365741,3.40175541346125,0.446384711043677,9.39062537029392,3.54189149522641,3.25947600975723,0.287370735340572,9.23896054838135
"ceasefire","Hib disease","months 1 to 3","10  to  14yo",0,0,0,0,0,0,0,0,0,0,0,0
"escalation","Hib disease","months 1 to 3","10  to  14yo",0,0,0,0,0,0,0,0,0,0,0,0
"status quo","Hib disease","months 1 to 3","10  to  14yo",0,0,0,0,0,0,0,0,0,0,0,0
"ceasefire","pneumococcal disease","months 1 to 3","10  to  14yo",0.464301684776366,0.461891076466995,0.375332201253094,0.572793683217645,4.08429278529869,3.07609414162378,0.245019186469389,14.1312713051941,3.61999110052233,2.61035157673989,-0.212588869188769,13.67644874652
"escalation","pneumococcal disease","months 1 to 3","10  to  14yo",0.464238921213205,0.460672366502702,0.374143959037909,0.566700133396181,6.61032697307384,4.96524523972333,0.438548879407062,23.480906532134,6.14608805186064,4.49403415282554,-0.0420350209481535,23.0257488282197
"status quo","pneumococcal disease","months 1 to 3","10  to  14yo",0.466825023757434,0.463109786431288,0.37776962118168,0.574042860931045,5.44197353845463,4.12349228305956,0.326637826803696,18.7366816171969,4.9751485146972,3.62540686700053,-0.113435095211744,18.2736776736352
"ceasefire","RSV","months 1 to 3","10  to  14yo",0.10146261449753,0.100935830663618,0.0820203494686747,0.125171082881004,0.892529658963877,0.672210686032751,0.0535433923166059,3.08806920114777,0.791067044466347,0.570433199830725,-0.0464564811806683,2.9886780349112
"escalation","RSV","months 1 to 3","10  to  14yo",0.101448898942703,0.10066950921068,0.0817606860520598,0.123839475616312,1.44453720363875,1.08504185998462,0.0958349223114157,5.13122016490195,1.34308830469605,0.982069352185303,-0.00918580152883219,5.03175576026581
"status quo","RSV","months 1 to 3","10  to  14yo",0.102014033065839,0.101202152116556,0.0825529923745513,0.125444062370265,1.18922002943825,0.901095821138636,0.0713792970991632,4.094477289705,1.08720599637241,0.792250537536485,-0.0247886701972735,3.99329826714973
"ceasefire","COVID-19","months 1 to 3","10  to  14yo",0,0,0,0,0,0,0,0,0,0,0,0
"escalation","COVID-19","months 1 to 3","10  to  14yo",0,0,0,0,0,0,0,0,0,0,0,0
"status quo","COVID-19","months 1 to 3","10  to  14yo",0,0,0,0,0,0,0,0,0,0,0,0
"ceasefire","Influenza, para-influenza","months 1 to 3","10  to  14yo",0.466996400536363,0.464571801529961,0.377510555609999,0.576118065221852,4.10799721820913,3.0939471876808,0.246441229690272,14.2132864275671,3.64100081767277,2.62550154445186,-0.213822693219536,13.7558241681186
"escalation","Influenza, para-influenza","months 1 to 3","10  to  14yo",0.466933272705812,0.463346018412468,0.376315417070444,0.569989149634385,6.64869201213601,4.99406254760403,0.441094130944188,23.6171851004998,6.1817587394302,4.52011664413379,-0.0422789839513793,23.159385750694
"status quo","Influenza, para-influenza","months 1 to 3","10  to  14yo",0.469534384481133,0.465797584647454,0.379962121844986,0.577374492917282,5.47355768372135,4.14742422215373,0.328533568577975,18.8454256362245,5.00402329924022,3.64644801619561,-0.11409345021847,18.3797345087379
"ceasefire","rotavirus","months 1 to 3","10  to  14yo",0.0191845718780006,0.0190849674830626,0.0155084244342908,0.0236673739235869,0.308185188197096,0.263381922348429,0.0505846597991789,0.90517437156397,0.289000616319095,0.244679229237937,0.0316910224469282,0.886506796220813
"escalation","rotavirus","months 1 to 3","10  to  14yo",0.019181978538092,0.0190346113683316,0.0154593272224281,0.0234155933499317,0.544962303841526,0.509810168951733,0.063161372896771,1.27309087306145,0.525780325303434,0.489711968778145,0.0447911750455021,1.25436411987439
"status quo","rotavirus","months 1 to 3","10  to  14yo",0.0192888342135512,0.0191353235977937,0.0156091366637529,0.0237189889411862,0.495441096709379,0.462683081401763,0.0586670302321859,1.23030199608809,0.476152262495827,0.444860457807574,0.0381881280129401,1.21286539343361
"ceasefire","other viral gastroenteritis","months 1 to 3","10  to  14yo",0.0383691437560013,0.0381699349661253,0.0310168488685816,0.0473347478471739,0.616370376394191,0.526763844696859,0.101169319598358,1.81034874312794,0.57800123263819,0.489358458475873,0.0633820448938564,1.77301359244163
"escalation","other viral gastroenteritis","months 1 to 3","10  to  14yo",0.038363957076184,0.0380692227366632,0.0309186544448561,0.0468311866998635,1.08992460768305,1.01962033790347,0.126322745793542,2.54618174612291,1.05156065060687,0.97942393755629,0.0895823500910041,2.50872823974878
"status quo","other viral gastroenteritis","months 1 to 3","10  to  14yo",0.0385776684271025,0.0382706471955874,0.0312182733275058,0.0474379778823725,0.990882193418757,0.925366162803526,0.117334060464372,2.46060399217617,0.952304524991655,0.889720915615148,0.0763762560258802,2.42573078686722
"ceasefire","bacterial gastroenteritis","months 1 to 3","10  to  14yo",0.0383691437560013,0.0381699349661253,0.0310168488685816,0.0473347478471739,0.616370376394191,0.526763844696859,0.101169319598358,1.81034874312794,0.57800123263819,0.489358458475873,0.0633820448938564,1.77301359244163
"escalation","bacterial gastroenteritis","months 1 to 3","10  to  14yo",0.038363957076184,0.0380692227366632,0.0309186544448561,0.0468311866998635,1.08992460768305,1.01962033790347,0.126322745793542,2.54618174612291,1.05156065060687,0.97942393755629,0.0895823500910041,2.50872823974878
"status quo","bacterial gastroenteritis","months 1 to 3","10  to  14yo",0.0385776684271025,0.0382706471955874,0.0312182733275058,0.0474379778823725,0.990882193418757,0.925366162803526,0.117334060464372,2.46060399217617,0.952304524991655,0.889720915615148,0.0763762560258802,2.42573078686722
"ceasefire","Hib disease","months 4 to 6","10  to  14yo",0,0,0,0,0,0,0,0,0,0,0,0
"escalation","Hib disease","months 4 to 6","10  to  14yo",0,0,0,0,0,0,0,0,0,0,0,0
"status quo","Hib disease","months 4 to 6","10  to  14yo",0,0,0,0,0,0,0,0,0,0,0,0
"ceasefire","pneumococcal disease","months 4 to 6","10  to  14yo",0.466376776104975,0.463955394127182,0.377009663605063,0.575353654986216,4.06236403074085,3.05731628790522,0.243906875066494,14.4769376244877,3.59598725463588,2.5824670998257,-0.209051501941649,14.0075381040216
"escalation","pneumococcal disease","months 4 to 6","10  to  14yo",0.46631373203427,0.462731237414446,0.375816110810145,0.569232871422533,7.64645880254259,5.5649810836967,0.516880845079754,27.6906744815715,7.18014507050832,5.08766542652578,0.0365190317458032,27.1441084181972
"status quo","pneumococcal disease","months 4 to 6","10  to  14yo",0.468911392578697,0.465179550839919,0.379457977030537,0.576608415616771,5.47296260507013,4.16444026578406,0.351411304690505,18.1514446304343,5.00405121249144,3.70317418407771,-0.0949452149697251,17.6987155661643
"ceasefire","RSV","months 4 to 6","10  to  14yo",0.00918097037344637,0.0091333036856096,0.00742171293555571,0.0113262605072203,0.0799706283058807,0.0601855231642041,0.00480148649889318,0.284989180933692,0.0707896579324343,0.0508377671202115,-0.00411533280426196,0.275748705610926
